地段位置或門牌,交易年月,總價(萬元),單價,總面積,主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,車位總價,管理組織,電梯,主要用途
珠浦西路５０巷７弄３號二樓,107/05/02,538.0,22.7,23.68,83.75%,公寓(5樓含以下無電梯),23.0,二層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
後豐港３６之５號,107/04/24,550.0,19.1,28.78,84.10%,公寓(5樓含以下無電梯),5.0,一層/三層,房地(土地+建物),土:3 建:1車:0,2房1廳2衛,,無,無,住家用
小西門１之１１號二樓,107/04/18,425.0,15.9,26.74,79.05%,公寓(5樓含以下無電梯),8.0,二層/三層,房地(土地+建物),土:0 建:1車:0,3房2廳2衛,,無,無,住家用
小西門１之１１號三樓,107/04/18,425.0,15.9,26.74,79.05%,公寓(5樓含以下無電梯),8.0,三層/三層,房地(土地+建物),土:0 建:1車:0,3房2廳2衛,,無,無,住家用
小西門１之１１號,107/04/18,500.0,18.7,26.74,79.05%,公寓(5樓含以下無電梯),8.0,一層/三層,房地(土地+建物),土:0 建:1車:0,3房2廳2衛,,無,無,住家用
金門城１０６之９號五樓,107/04/12,520.0,20.6,25.2,73.11%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用
金門城１０６之１０號五樓,107/04/12,520.0,20.6,25.2,73.11%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用
金門城１０６之９號,107/04/12,530.0,22.8,23.27,79.16%,華廈(10層含以下有電梯),,一層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
前水頭１３９之３號１樓之６,107/04/09,3350.0,16.7,200.77,61.13%,華廈(10層含以下有電梯),2.0,一層/三層,房地(土地+建物),土:1 建:7車:0,2房2廳2衛,,無,無,住家用
中興路６７巷５之１號三樓,107/04/02,800.0,28.1,28.52,86.43%,公寓(5樓含以下無電梯),15.0,三層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
金門城１０６之９號四樓,107/03/31,480.0,19.1,25.2,73.11%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
珠浦南路７４巷２１號３樓,107/03/07,725.0,23.8,30.43,60.66%,公寓(5樓含以下無電梯),7.0,三層/四層,房地(土地+建物),土:2 建:2車:0,2房2廳2衛,,無,無,住家用
珠浦南路７４巷２７號,107/02/13,460.0,44.1,10.43,82.05%,華廈(10層含以下有電梯),7.0,一層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
小西門４６號２樓,107/02/06,420.0,15.2,27.57,93.78%,公寓(5樓含以下無電梯),4.0,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
小西門４７號２樓,107/02/06,420.0,15.1,27.85,90.78%,公寓(5樓含以下無電梯),4.0,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
慈湖路一段１巷３號二樓,107/01/17,470.0,23.9,19.7,52.62%,套房(1房(1廳)1衛),3.0,二層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
慈湖路一段１巷５號二樓,107/01/17,500.0,23.8,21.04,50.90%,套房(1房(1廳)1衛),3.0,二層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
珠浦南路７４巷３７號四樓,107/01/11,720.0,22.2,32.42,77.81%,公寓(5樓含以下無電梯),7.0,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷２弄１２號八樓之５,106/12/15,1824.0,34.8,59.63,66.86%,住宅大樓(11層含以上有電梯),1.0,八層/十一層,房地(土地+建物)+車位,土:2 建:1車:1,4房2廳2衛,130.0,有,無,住家用
民生路２５號五樓之７,106/11/27,262.0,20.9,12.52,79.10%,套房(1房(1廳)1衛),17.0,五層/十二層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
民權路２２６巷２弄１５號六樓,106/11/25,1070.0,26.8,39.88,64.58%,華廈(10層含以下有電梯),5.0,六層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷２弄１３號六樓,106/11/24,1058.0,26.5,39.88,64.58%,華廈(10層含以下有電梯),5.0,六層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
中興路２０５巷１７號四樓,106/11/22,680.0,25.8,26.4,82.01%,公寓(5樓含以下無電梯),13.0,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
小古崗１９之１０號２樓,106/11/20,430.0,13.7,31.44,85.16%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路２２６巷２弄１３號,106/11/06,2000.0,52.6,38.03,67.72%,華廈(10層含以下有電梯),5.0,一層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用
民權路２２６巷２弄１５號,106/11/06,2000.0,52.6,38.03,67.72%,華廈(10層含以下有電梯),5.0,一層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用
民權路２２６巷２弄１２號三樓之２,106/10/30,838.0,32.2,26.05,70.75%,住宅大樓(11層含以上有電梯),1.0,三層/十一層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,有,無,住家用
小古崗１９之１０號,106/10/30,445.0,15.3,29.15,91.85%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
小古崗１９之１０號３樓,106/10/30,450.0,14.3,31.44,85.16%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
珠浦北路４６之２號五樓,106/10/27,1180.0,24.1,48.93,52.46%,華廈(10層含以下有電梯),,五層/七層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
珠浦北路４６之２號三樓,106/10/25,1200.0,24.5,48.93,52.46%,華廈(10層含以下有電梯),,三層/七層,房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,無,無,住家用
珠浦北路４６之２號四樓,106/10/18,1180.0,24.1,48.93,52.46%,華廈(10層含以下有電梯),,四層/七層,房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,無,無,住家用
珠浦北路４６之２號六樓,106/10/18,1180.0,24.1,48.93,52.46%,華廈(10層含以下有電梯),,六層/七層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
中興路２０５巷１７號四樓,106/10/11,800.0,30.3,26.4,82.01%,公寓(5樓含以下無電梯),13.0,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
光前路７６巷１號四樓,106/10/03,750.0,23.5,31.91,60.69%,華廈(10層含以下有電梯),6.0,四層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用
珠浦西路９６巷１５號３樓,106/09/27,755.0,24.7,30.62,83.99%,公寓(5樓含以下無電梯),,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
西海路三段１０６巷７弄５號二樓之１,106/09/13,630.0,20.6,30.58,79.45%,公寓(5樓含以下無電梯),2.0,二層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
珠浦西路９６巷１５號２樓,106/09/12,780.0,24.9,31.33,84.08%,公寓(5樓含以下無電梯),,二層/四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用
民權路２２６巷２弄１２號六樓之５,106/08/30,1249.0,32.2,38.77,68.44%,住宅大樓(11層含以上有電梯),1.0,六層/十一層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用
民權路２２６巷２弄１２號六樓之３,106/08/30,1249.0,32.2,38.77,68.44%,住宅大樓(11層含以上有電梯),1.0,六層/十一層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用
金水里前水頭１３９之３號１樓之６,106/08/21,9400.0,15.0,627.93,58.52%,華廈(10層含以下有電梯),2.0,一層/三層,房地(土地+建物),土:2 建:21車:0,2房2廳2衛,,無,無,住家用
賢聚４２之６號四樓,106/07/20,704.0,22.6,31.09,76.29%,華廈(10層含以下有電梯),,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用
環島北路一段３８巷１弄５號,106/06/30,550.0,28.2,19.49,81.78%,公寓(5樓含以下無電梯),21.0,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用
民權路２２６巷２弄１３號四樓,106/06/27,890.0,22.3,39.88,64.58%,華廈(10層含以下有電梯),5.0,四層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
小西門８之５號三樓,106/06/22,570.0,17.0,33.51,83.04%,公寓(5樓含以下無電梯),1.0,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
珠浦西路９４巷１１之２號４樓,106/06/22,442.0,24.7,17.91,70.16%,公寓(5樓含以下無電梯),5.0,四層/四層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
小古崗１７之６號２樓,106/06/16,483.9,14.8,32.66,82.85%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
西海路三段１０６巷１７弄１０號,106/05/16,640.0,18.3,34.89,65.17%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用
西海路三段１０６巷１７弄１０號二樓,106/05/16,635.0,16.6,38.28,58.68%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用
西海路三段１０６巷７弄３號,106/05/03,690.0,24.1,28.59,82.67%,公寓(5樓含以下無電梯),1.0,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
西海路三段１０６巷１７弄３號,106/04/26,520.0,14.9,34.89,65.17%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用
西海路三段１０６巷１７弄３號三樓,106/04/26,600.0,15.7,38.28,58.68%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用
西海路三段１０６巷１７弄５號二樓,106/04/26,500.0,13.2,38.02,59.13%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用
西海路三段１０６巷１７弄１０號三樓,106/04/26,530.0,13.8,38.28,58.68%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用
西海路三段１０６巷１７弄９號,106/04/26,480.0,13.8,34.89,65.17%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用
西海路三段１０６巷１７弄９號二樓,106/04/26,460.0,12.1,38.02,59.13%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用
西海路三段１０６巷１７弄９號三樓,106/04/26,460.0,12.2,37.66,59.13%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用
西海路三段１０６巷１７弄７號,106/04/26,620.0,15.0,41.42,65.62%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物)+車位,土:1 建:1車:1,3房1廳2衛,,無,無,住家用
西海路三段１０６巷１７弄８號三樓,106/04/26,680.0,15.9,42.85,63.66%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,無,無,住家用
西海路三段１０６巷１７弄７號三樓,106/04/26,495.0,11.6,42.66,63.48%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,3房1廳2衛,,無,無,住家用
西海路三段１０６巷１７弄７號二樓,106/04/26,600.0,14.1,42.66,63.48%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物)+車位,土:1 建:1車:1,3房1廳2衛,,無,無,住家用
西海路三段１０６巷１７弄３號二樓,106/04/26,600.0,15.7,38.28,58.68%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用
西海路三段１０６巷１７弄５號三樓,106/04/26,495.0,13.1,37.66,59.13%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用
西海路三段１０６巷１７弄６號,106/04/26,680.0,18.2,37.36,65.79%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
庵前４３之５號,106/04/14,340.0,23.7,14.36,86.48%,套房(1房(1廳)1衛),1.0,一層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
後豐港４０-５號,106/04/10,400.0,23.9,16.76,90.67%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用
後豐港４０-６號２樓,106/04/10,400.0,22.5,17.74,85.69%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用
後豐港４０之５號二樓,106/04/10,400.0,22.5,17.74,85.69%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用
後豐港４０之５號三樓,106/04/06,400.0,22.5,17.74,85.69%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:0 建:1車:0,2房2廳2衛,,無,無,住家用
後豐港４０之６號三樓,106/04/06,400.0,22.5,17.74,85.69%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:0 建:1車:0,2房2廳2衛,,無,無,住家用
古城里金門城３３之３號,106/01/11,485.0,18.6,26.08,92.04%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
小西門８之５號,106/01/04,536.0,17.2,31.2,89.20%,公寓(5樓含以下無電梯),1.0,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
珠浦南路５０巷３弄７號三樓,105/11/26,410.0,25.3,16.2,63.14%,華廈(10層含以下有電梯),2.0,三層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
庵前４２之７號,105/11/18,380.0,23.0,16.52,81.76%,公寓(5樓含以下無電梯),3.0,一層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用
民權路２２６巷２弄１５號二樓,105/11/16,935.0,23.4,39.92,64.51%,華廈(10層含以下有電梯),4.0,二層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
金門城１０６之８號,105/11/11,530.0,18.9,28.04,87.02%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
民權路１２２巷５弄１號４樓,105/10/27,843.0,24.6,34.24,71.87%,公寓(5樓含以下無電梯),19.0,四層/四層,房地(土地+建物),土:1 建:1車:0,8房1廳6衛,,無,無,住家用
金門城１０６之７號二樓,105/09/12,480.0,16.0,30.07,81.16%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:0 建:1車:0,3房2廳2衛,,無,無,住家用
西海路三段１０６巷７弄６號,105/09/01,650.0,21.4,30.41,79.52%,公寓(5樓含以下無電梯),1.0,一層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
小西門８之５號二樓,105/08/22,570.0,17.0,33.51,83.04%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
金門城１０６之８號三樓,105/07/29,550.0,18.3,30.07,81.16%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
金門城１０６之７號三樓,105/07/29,550.0,18.3,30.07,81.16%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
珠浦西路９４巷１１之２號一樓,105/07/12,780.0,28.6,27.26,83.49%,公寓(5樓含以下無電梯),4.0,一層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
珠浦西路９４巷１１之２號二樓,105/07/02,738.0,27.1,27.26,83.49%,公寓(5樓含以下無電梯),4.0,二層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
西海路三段１０６巷７弄５號三樓之２,105/06/24,650.0,21.7,29.97,81.39%,公寓(5樓含以下無電梯),1.0,三層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
庵前４３之２號二樓,105/05/24,250.0,12.5,19.95,88.05%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用
西海路三段１０６巷７弄５號三樓之１,105/05/16,650.0,20.3,44.5,79.45%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:2 建:1車:1,3房2廳2衛,30.0,無,無,住家用
民族路９３巷５弄４１號,105/04/30,1150.0,15.3,75.37,,店面（店舖),35.0,"一層,二層,三層,騎樓/三層",房地(土地+建物),土:1 建:1車:0,6房3廳3衛,,無,無,住家用
民族路９３巷５弄４３號,105/04/30,1150.0,15.0,76.74,,店面（店舖),35.0,"一層,二層,三層,騎樓/三層",房地(土地+建物),土:1 建:1車:0,6房3廳3衛,,無,無,住家用
民權路２２６巷５弄２２號３樓,105/04/26,760.0,28.6,26.59,93.00%,華廈(10層含以下有電梯),7.0,三層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
庵前４３之３號三樓,105/04/25,265.0,19.5,13.59,85.56%,套房(1房(1廳)1衛),,三層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
庵前４３之２號,105/04/25,365.0,19.3,18.95,92.69%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用
庵前４３之３號,105/04/25,255.0,20.3,12.54,92.72%,套房(1房(1廳)1衛),,一層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
庵前４３之３號二樓,105/04/25,265.0,19.5,13.59,85.56%,套房(1房(1廳)1衛),,二層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
西海路三段１０６巷７弄１號三樓之１,105/04/13,650.0,21.2,30.72,79.09%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
西海路三段１０６巷７弄５號,105/04/01,730.0,23.3,43.48,81.21%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物)+車位,土:2 建:1車:1,3房2廳2衛,40.0,無,無,住家用
西海路三段１０６巷７弄３號二樓,105/03/31,650.0,20.8,31.23,77.12%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
西海路三段１０６巷７弄１號二樓之１,105/03/31,650.0,21.2,30.72,79.09%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
西海路三段１０６巷７弄５號二樓之２,105/03/31,650.0,21.6,30.1,81.01%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
西海路三段１０６巷７弄３號三樓,105/03/31,685.0,20.8,46.29,77.11%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:2 建:1車:1,3房2廳2衛,35.0,無,無,住家用
珠浦南路５０巷３弄７號二樓,105/03/28,380.0,23.5,16.2,63.14%,華廈(10層含以下有電梯),1.0,二層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
珠浦南路５０巷３弄６號五樓,105/03/12,420.0,24.8,16.94,63.52%,華廈(10層含以下有電梯),1.0,五層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
珠浦南路５０巷３弄７號,105/03/10,430.0,27.4,15.67,65.28%,華廈(10層含以下有電梯),1.0,一層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
民權路２２６巷４弄６號４樓,105/02/21,970.0,28.1,34.52,73.57%,華廈(10層含以下有電梯),3.0,四層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用
民權路７０巷１１弄１８號３樓,105/02/04,875.0,30.0,29.19,79.55%,公寓(5樓含以下無電梯),4.0,三層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
小西門４７號,103/12/11,490.0,17.6,27.89,90.79%,公寓(5樓含以下無電梯),1.0,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用
中興路１７３巷６之１號,103/09/23,465.0,17.3,26.9,,店面（店舖),52.0,"一層,二層,三層/三層",房地(土地+建物),土:2 建:1車:0,2房2廳2衛,,無,無,住家用
環島北路一段３８巷１６弄１號２樓,103/08/01,480.0,15.7,30.54,92.69%,公寓(5樓含以下無電梯),19.0,二層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
小西門４６號３樓,103/08/01,390.0,14.1,27.57,93.78%,公寓(5樓含以下無電梯),1.0,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用
小西門４８號３樓,103/08/01,205.0,14.9,13.78,,公寓(5樓含以下無電梯),1.0,三層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,無,住家用
小西門４８號,103/07/30,260.0,19.6,13.29,,公寓(5樓含以下無電梯),1.0,一層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
珠浦西路６巷２弄１號五樓,103/07/29,615.0,24.9,24.65,62.01%,公寓(5樓含以下無電梯),2.0,五層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
環島北路一段３８巷１６弄１號１樓,103/07/22,620.0,19.5,31.71,89.25%,公寓(5樓含以下無電梯),19.0,一層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
金城新莊３巷１號,103/07/03,620.0,27.9,22.2,100.00%,公寓(5樓含以下無電梯),4.0,一層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用
民生路６７號,103/06/04,5500.0,53.5,102.72,,店面（店舖),47.0,"一層,二層,騎樓/二層",房地(土地+建物),土:4 建:2車:0,4房6廳6衛,,無,無,住家用
環島北路一段３８巷１弄３號３樓,103/04/25,660.0,20.5,32.22,88.89%,公寓(5樓含以下無電梯),18.0,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
小西門４８號２樓,103/04/13,220.0,14.0,15.68,77.31%,套房(1房(1廳)1衛),,二層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
小西門４９號３樓,103/04/13,410.0,15.4,26.6,93.77%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用
小西門４７號３樓,103/04/13,450.0,16.2,27.85,90.78%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
珠沙里小西門４６號,103/04/02,380.0,13.8,27.57,93.78%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
小西門４９號二樓,103/03/19,420.0,16.0,26.23,95.09%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
庵前４２之５號二樓,103/03/04,365.0,21.8,16.71,81.97%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
庵前４２之５號三樓,103/03/04,380.0,22.7,16.71,81.97%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
庵前４２之６號,103/03/04,350.0,21.2,16.52,81.76%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
庵前４２之６號三樓,103/03/04,350.0,21.2,16.52,81.76%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
庵前４２之６號二樓,103/03/04,348.0,21.1,16.52,81.76%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
庵前４２之７號,103/03/04,400.0,24.2,16.52,81.76%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
庵前４２之７號二樓,103/03/04,350.0,21.2,16.52,81.76%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
庵前４２之７號三樓,103/03/04,420.0,25.4,16.52,81.76%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
庵前４２之８號,103/03/04,380.0,22.7,16.71,81.97%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
庵前４２之８號二樓,103/03/04,350.0,20.9,16.71,81.97%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
庵前４２之８號三樓,103/03/04,380.0,22.7,16.71,81.97%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
庵前４２之５號,103/03/04,390.0,23.3,16.71,81.97%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用
西海路三段１０６巷１５弄１號三樓,103/02/26,470.0,21.1,22.29,84.56%,公寓(5樓含以下無電梯),4.0,三層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
浯江街９巷１號２樓,103/02/26,680.0,19.5,34.84,76.03%,公寓(5樓含以下無電梯),1.0,二層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用
珠浦西路６巷２弄３－１號三樓,103/01/22,270.0,24.6,10.97,77.83%,套房(1房(1廳)1衛),6.0,三層/四層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,無,住家用
民族路３２之１號３樓,102/12/31,525.0,22.9,22.94,77.10%,公寓(5樓含以下無電梯),18.0,三層/五層,房地(土地+建物),土:2 建:1車:0,3房1廳1衛,,無,無,住家用
中興路２０５巷１８號二樓,102/12/13,350.0,21.1,16.59,79.19%,華廈(10層含以下有電梯),3.0,二層/七層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用
民權路２２６巷４弄６號２樓,102/10/15,910.0,26.4,34.52,73.57%,華廈(10層含以下有電梯),1.0,二層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用
